data,label,hard_neg
维尼·琼斯揭示癌症之战新消,维尼？琼斯透露他得了皮肤癌,委内瑞拉乌戈·查韦斯死癌症
叙利亚中部一家面包店遭空袭，数十人死,叙利亚空袭面包店“Dozens被杀,人叙利亚空袭中丧生
奥巴马赞颂曼德拉的灵,奥巴马欢呼曼德拉的灵感效,奥巴马会见祖马曼德拉致敬
联合国称美国无人机侵犯巴基斯坦主,联合国：美国无人机袭击侵犯了巴基斯坦的主,4人死于美国巴基斯坦无人机袭击
这家电子邮件-石油公司询问贸易商有关会见部长的事宜,石油公司询问流氓贸易商与部长会面事,英国石油公司55.5亿美元价格墨西哥湾资产出售普莱恩斯公司
亚洲市场因对美国债务交易的希望而触及3周来的最高水平,亚洲股市触及三周高位，因对美债交易抱有希,世界股市因对欧盟美国经济刺激希望上涨
美国股市在停摆的第三天暴跌,股市在政府关门的第三天下,华尔街股市暴跌
13名儿童死于缅甸清真寺大,缅甸警方说，13名儿童死于清真寺的电力火灾,9名儿童阿富汗袭击中丧生
伊朗驻贝鲁特大使馆附近发生爆,伊朗驻贝鲁特大使馆附近发生两起爆,伊朗驻贝鲁特大使馆发生两起爆炸7人死亡
新奥尔良枪击案19人受,警方：在诺拉母亲节枪击案中19人受,多伦多枪击案两人死亡19人受伤
美国禁止在飞往俄罗斯的航班上携带液体和凝,美国禁止直飞俄罗斯的随身携带液,美国联邦航空局解除美国飞往特拉维夫航班禁令
法官宣判詹姆斯·霍姆斯无,詹姆斯·霍姆斯不认罪-但精神错乱的选择仍在讨论中,明星詹姆斯·加纳致敬
艾伦在信中回应了法罗的虐待指,艾伦针对法罗的虐待指控为自己辩,反堕胎还指反对堕胎
1，000多名囚犯从利比亚的al-Kwei fiya监狱越,1000名囚犯逃离利比亚监,地中海2000多名移民木船上获救
斯诺登的父亲抵达莫斯,爱德华·斯诺登在莫斯科的父,斯诺登厄瓜多尔提供难民文件
中国股市周四收盘走低,中国股市周四收盘走,中国股市周四收盘走低
马尔代夫举行新一轮总统选,马尔代夫举行新一轮总统选,马尔代夫总统警察叛变抗议后辞职
新世界贸易中心宣布为美国最高建筑,一座名为“美国最高建筑”的世界贸易中,朝鲜美国新制裁打击
西班牙火车相撞事故司机面临法官质,西班牙火车司机撞车被法官质,西班牙火车相撞事故中多达50人死亡
菲律宾，叛军达成财富分享协,菲律宾与叛军达成“财富协议,2002年5月初菲律宾马来西亚印度尼西亚签署一项分享恐怖主义情报协定
开创性的以色列电动汽车公司更好的地方折,首屈一指的以色列电动汽车公司即将倒,好奇地方
亲巴基斯坦塔利班军阀在美国无人机袭击中丧,塔利班指挥官在美国无人机袭击中丧,巴基斯坦塔利班头目美国无人机袭击中丧生
叙利亚西北部汽车炸弹炸死20,叙利亚北部汽车炸弹炸死20,叙利亚边境土耳其城镇汽车炸弹炸死20人
五名外国人因在埃及走私毒品被判处死,埃及判处巴基斯坦人5人死刑，罪名是走私毒,埃及判处半岛电视台记者监禁
美国总统罗纳德·里根的前发言人去,前里根发言人拉里·斯皮克斯去世，享年74岁,美国参议员特德·克鲁兹竞选总统
直升机撞进酒馆后恐怕死了三人,三人恐怕在直升机酒吧坠毁后死,三人死美国马拉松炸弹
以色列总理佩雷斯敦促恢复和,以色列总理佩雷斯呼吁恢复和,奥巴马敦促以色列巴勒斯坦克制
奥巴马将于下午1点15分在白宫就叙利亚问题发表讲话。ED,奥巴马将于下午1点15分在白宫就叙利亚问题发表声,比利时国王退位猜测中发表讲话
新强地震袭击破碎的帕克,强烈的新地震袭击震碎的巴基斯坦地区,6.3级地震袭击台湾
热带风暴安德里亚袭击东海,热带风暴安德里亚将滑向东海,热带风暴凯伦袭击美国墨西哥湾沿岸
纽约小姐获美国小姐桂,纽约小姐被封为美国小,报道两人纽约帝国大厦枪击案中丧生
奥地利人在家中博物馆发现藏着56个偷来的头骨,奥地利男子在家中发现56具人头骨后被起,这份报告10月23日发现藏一个调查无关旧三环活页夹
一名男子在国家购物中心放火自,一名男子在华盛顿国家购物中心自,一名男子水管另一名男子喷水
美国国会山遭枪击后被封,现场直播：美国国会大厦在接到枪击报告后被封锁,美国国会记录显示通用汽车召回缓慢
中国法院维持对湄公河谋杀犯的死,法庭维持对湄公河谋杀犯的死刑判,死负责任
以色列部队在西岸拘留5名巴勒斯坦,以色列部队在西岸逮捕5名巴勒斯坦,以色列袭击中拘留巴勒斯坦激进分子
抗议席卷巴西，不顾让,尽管做出让步，巴西各地仍计划举行抗议活,巴西领导人街头抗议危机会谈
奥巴马前往被龙卷风蹂躏的俄克拉何马,奥巴马访问俄克拉何马州遭受龙卷风袭,总统前往巴林
南非偶像纳尔逊·曼德拉住,南非纳尔逊·曼德拉住,纳尔逊·曼德拉纪念仪式
最高法官曼苏尔宣誓就任埃及临时总,阿德利·曼苏尔法官宣誓就任埃及临时总,陆克文宣誓就任澳大利亚新总理
希腊购物中心炸弹爆炸，两人受,雅典购物中心发生炸弹爆炸，2人受,炸弹沙漠中爆炸
三人死亡，包括持枪歹徒，在马里兰州购物中心发生枪击案,马里兰州商场枪击案3人死,新奥尔良母亲节游行枪击案警方搜捕持枪歹徒
埃及法院下令释放穆巴拉,埃及法院下令释放穆巴拉,埃及法院下令释放穆巴拉克
由于卢比崩盘，宝莱坞削减了三分之一的成本,宝莱坞因卢比危机而削减成,吉百利施韦普斯CadburySchweppes计划四年内削减5500工作岗位20%工厂削减收购热潮带来成本
女性将面临更高的汽车保险,女性司机将面临保险费上,禅宗报道高维护不
伊朗，原子能机构在鲁哈尼选举后的首次会谈,国际原子能机构与伊朗举行自鲁哈尼选举以来的首次核谈,伊朗鲁哈尼警告说叙利亚实行统一制度
中国新任总理拒绝美国黑客攻击指,中国总理李克强驳斥美国“毫无根据”的黑客指,中国副总理会见澳大利亚总督
东帝汶在杀戮中禁止武术俱乐,东帝汶在杀戮中禁止武术学,古斯芒东帝汶权力
在巴基斯坦，军队坚决反对其他塔利班分子,巴基斯坦军队坚持与另一个塔利班作,塔利班越狱250名武装分子袭击巴基斯坦监狱后逃跑
以色列部长斯莱姆斯·克里的抵制警,以色列部长抨击克里的抵制警,海军学院发言人罗德·吉本斯中校说令人惊讶
缅甸昂山素季在纷争中敦促政党团,昂山素季在纷争中敦促党派团,缅甸反对派声称昂山素季获胜
白宫，国防承包商讨论自动削减开支的危,白宫，国防公司讨论自动削减开,希腊人抗议进一步削减开支
赞比亚前总统被,赞比亚前总统鲁皮亚·班达被,埃及议会投票前总统选举
美国参议院确认耶伦为美联储下一任主,美国参议院确认珍妮特·耶伦为新的中央银行行,警方确认疑犯抓获
亚洲股市在一连串乐观的数据之后出现反弹,强劲的美国就业数据带动亚洲市场上,亚洲市场中国贸易数据喜忧参半
在印度反强奸抗议活动中受伤的官员死,在轮奸抗议中受伤的印度警察死,抗议活动减少香港官员恢复工作
派系名称比安卡·奥朱克武·阿普加民族领导,比安卡·奥朱克武成为APGA国家领导,两个侵略国闹翻支持敌对派系
美国不能“最终确定”叙利亚的化学武器使用情,美国没有看到叙利亚使用化学武器的确凿证,美国认定叙利亚化学武器
参议院确认耶伦为美联储主,美国参议院确认耶伦为美联储下一任主,警方确认疑犯抓获
两人被发现死于埃塞克斯酒店游泳,一男一女被发现死在埃塞克斯酒店游泳,两人死叙利亚暴力冲突后联合国监测土地
南非为纳尔逊·曼德拉祈,南非团结一致为纳尔逊·曼德拉祈祷和歌,纳尔逊·曼德拉纪念仪式
伊朗总统艾哈迈迪内贾德可能面临与助手一起出席选举的指,艾哈迈迪内贾德可能面临选举出庭指,埃及总统选举
奥巴马取消莫斯科与普京的会,奥巴马取消了与普京的会,莫斯科反普京抗议者人链
奥朗德在事件指控后“威胁采取法律行动,弗朗索瓦·奥朗德威胁对婚外情索赔采取法律行,奥朗德法国总统选举中击败萨科齐
直升机在伦敦火车站附近坠,直升机在伦敦坠,一架直升机正降落直升机停机坪上
日本飞机飞入中国新防卫,日韩军机挑战中国新防卫,日本紧急出动喷气式飞机对抗俄罗斯军机
美国参议院确认珍妮特·耶伦为美联储主,参议院确认珍妮特·耶伦为下一任美联储主,警方确认疑犯抓获
叙利亚军队挺进具有战略意义的反叛城,叙利亚军队对叛军控制的城镇发动进,叙利亚告诉俄罗斯军队撤出霍姆斯
泰国反对派抗议者开始关闭曼,泰国抗议者发动曼谷“关闭,泰国抗议者呼吁大罢工
美俄就叙利亚武器问题达成协议后法国欢呼突,法国欢迎美俄就叙利亚问题达成协,阿盟美俄叙利亚达成协议
安援部队士兵在阿富汗“内部袭击”中丧,英国士兵在阿富汗“内部袭击”中被击,安援部队4名联军士兵涉及阿富汗警察袭击中丧生
瑞士游客在印度被轮,瑞士游客在印度被轮,马来西亚绑架中国游客
小偷抢夺英吉利海峡游泳者定制的轮,小偷偷走海峡游泳者的轮,一个男人游泳
天安门车祸三人死,三人在天安门广场相撞身,三人死美国马拉松炸弹
肯尼亚军队造成商场倒,一位官员说，肯尼亚军队导致购物中心倒塌,·拉登肯尼亚商场袭击事件中持续影响力
芝加哥枪击案显示出加强警力的差,芝加哥枪击案显示出加强警力方面的差,芝加哥少年芝加哥被捕汽车炸弹阴谋
查尔斯王子把普京比作希特,查尔斯王子把弗拉基米尔·普京比作阿道夫·希特,王子洗礼融合新旧
周一收盘时将关注的股,周一将关注的股,周四收盘时关注股票
埃及警方向开罗抗议者发射催泪瓦,开罗警方向抗议者发射催泪瓦,警方抗议者发射催泪瓦斯
著名西班牙弗拉门戈吉他手帕科·德·露西娅去,西班牙弗拉门戈吉他手帕科·德·露西娅逝世，享年66岁,谷歌任命丹尼斯·伍德赛德执掌摩托罗拉
斯诺登在寻求庇护方面遇到障,斯诺登在寻求庇护方面遇到的障,求救寻求庇护恐惧
诺贝尔作家多丽丝·莱辛逝世，享年94,诺贝尔奖得主多丽丝·莱辛逝世，享年94,纳尔逊·曼德拉逝世享年95岁
波士顿爆炸案抓获3名嫌疑,波士顿警方称3人在马拉松爆炸案中被拘,波士顿爆炸案疑犯被控卧床
纽约警察局推特外展事与愿,纽约警察局的Twitter活动适得其,Telstra申请纽约列出中国网站
土耳其搜寻结束，最后一名失踪矿工被发,土耳其搜索结束，最后一名失踪矿工被找,中国失踪飞机搜寻
Olivia Colman获得第二个BAFTA,Baftas 2013：Olivia Colman获得两个奖,Microsoft针对漏洞发布一个修补程序漏洞会影响Windows NT 4.0Windows NT 4.0终端服务版Windows 2000Windows XPWindows Server 2003
Ankeet Chavan准予有条件保释结,Ankeet Chavan准予保释结,3名涉嫌极端分子已获保释
黎巴嫩总理组成“联合内阁”黎巴嫩总理上任10个多月后组建了内阁，在弥合严重分歧后，吸纳了广泛的政治团体,贝鲁特：黎巴嫩总理昨天上任10个多月后组建了内阁，其中包括一系列政治团体，因为他们之间的严重分歧主要是,中国政治顾问会见希腊总理
世界上最长寿的人去世，享年116,世界上最长寿的人去世，享年116,人正确最
希腊极右翼领导人被监禁候,希腊极右翼领导人被监禁候,布雷维克法庭上极右翼敬礼
纳尔逊·曼德拉逝世，享年95,纳尔逊·曼德拉逝世，享年95,詹姆斯·甘多菲尼逝世享年51岁
比利时国王阿尔贝二世为儿子让,比利时国王阿尔贝二世“退位,比利时首相遇难者哀悼
纳粹盖世太保首领“埋葬在犹太人公墓,纳粹首领葬在犹太墓,南非人哀悼曼德拉埋葬
瑞士投票决定最低工,瑞士投票决定世界最低工,参议院投票决定推进Hagel Node法案
陆克文宣誓就任澳大利亚总,陆克文宣誓就任澳大利亚新总,埃及宣誓就任新临时领导人
“轻松骑士”明星凯伦·布莱克去世，享年74,“轻松骑士”女演员凯伦·布莱克死于癌,明星詹姆斯·加纳致敬
红袜队击败老虎队晋级世界大,红袜队5-2虎队晋级世界大,一只老虎走来走去
贝克汉姆赛季末退,大卫·贝克汉姆退出足,一个男人吹一支大笛子
朝鲜的金欢呼处决有权势的叔,朝鲜大叔被解雇背后的,记者欢呼伦敦奥运会开幕
铁娘子撒切尔夫人逝世，享年87,英国前首相撒切尔夫人逝世，享年87,纳尔逊·曼德拉逝世享年95岁
抗议者在基辅推翻列宁雕,乌克兰抗议者在基辅推翻列宁雕,乌克兰抗议者推翻列宁雕像
印中两国军队在对峙中撤退到事实上的边,印度表示，中国同意在对峙协议中退回到事实上的边,事实上荷兰人
沙特将向黎巴嫩军队提供30亿美,沙特阿拉伯向黎巴嫩军队提供30亿美,叙利亚叛军袭击边界黎巴嫩哨所军队
女王将命名有史以来最大的航,女王命名巨型航空母,女王纳尔逊·曼德拉致敬
美国零售商同意孟加拉国工厂安全协,70家零售商同意签署新的孟加拉国工厂安全公,孟加拉国工厂老板被捕
中国向月球发射探测器和漫游,中国首次发射月球,月球岩石地球球体碰撞
巴勒斯坦外交官在布拉格爆炸中死,一名巴勒斯坦外交官在布拉格的爆炸中丧,关键时刻高级外交官慕尼黑会议
警方称，在伦敦东部Sherka Marsh被打死的少女颈部中弹,哈克尼枪击案：少年谢尔卡·马什“颈部中枪流血致死,英国警方称恐怖分子直升机坠毁无关
中国和平方舟星期四启程前往菲律宾,中国派救援队赴,中国维护世界和平力量
近900万人负债累,英国债务定时炸弹：900万英镑陷入“严重债务,以色列提出建造900定居点住房计划
最新消息-波士顿马拉松终点线附近发生两起爆,波士顿马拉松终点线两次爆炸报,波士顿马拉松终点线两次爆炸报道
新冷,新冷战,一个人吹长笛
古巴的“女士们”晚了8年才拿到欧盟,8年后古巴的“女士们”将获得欧盟,女士们表演一支舞
聋子顾客告星巴克，说他们被嘲笑,纽约星巴克顾客起诉聋哑人，说他们被嘲笑,托马斯·库克指控成本放在顾客面前
黑莓第二季度亏损9.65亿美,黑莓第二季度亏损9.65亿美,不包括专利诉讼RIM本季度亏损70万美元合每股亏损1%
美国认为叙利亚可能使用了化学武器,美国认为叙利亚政府使用化学武,美国认定叙利亚化学武器
调查人员调查洛杉矶国际机场枪手的动,调查人员调查洛杉矶机场枪击案动,调查人员寻找惠特尼·休斯顿之死答案
珍妮特·耶伦(Janet Yellen)将成为首位领导美联储(Fed)的女,美国参议院确认珍妮特·耶伦为美联储主,女都下爬
俄罗斯释放绿色和平组织医,俄罗斯法院保释绿色和平组织船舶医,南海和平
美国无人机袭击也门婚宴17人死,美国无人机误杀也门婚礼车队14,也门自杀式爆炸无人机袭击至少30人死亡
失踪韩国航运业大亨尸体在现场被发,世越渡船灾难：韩国航运业大亨尸体被发,西岸发现失踪以色列青少年尸体
美国飞行监视任务帮助寻找被绑架的尼日利亚女,美国侦察机联合追捕被绑架的尼日利亚女,持枪歹徒尼日利亚绑架七名外国工人
Monty Python将为新节目重,巨蟒将在舞台上团,重放三部曲第二部黑客帝国革命11月首演
布拉德利·曼宁-维基解密案转向判,曼宁维基解密案转入量刑阶,维基解密发布200万封叙利亚电子邮件
伊朗，六国签署里程碑式的核协,伊朗，世界大国达成核协,伊朗塔吉克斯坦签署合作协议
西南航空因电脑故障停,西南航空航班延误，因电脑故障而取消,几台电脑显示器房间
美国福音传道者之子自杀，美国广受欢迎的传道者里克·沃伦之子自杀,受欢迎的美国福音传道者沃伦的儿子自杀,不这有听说自杀倾向
世界上最长寿的人在日本去世，享年116,木村次郎：世界上最长寿的人去世，享年116,人正确最
持枪歹徒包围利比亚外交部推进要,持枪歹徒包围利比亚外交部，以推动他们的要求,班加西利比亚外交部遭遇汽车炸弹袭击
乌干达总统签署反同性恋法,乌干达总统签署严厉的反同性恋法,阿富汗总统推迟签署美国协议
布拉德利·曼宁被判无,维基解密士兵布拉德利·曼宁无罪释,无投资障碍
OKs法官强迫加州囚犯进,美国法官批准强迫加州囚犯绝,赞成堕胎人强迫任何人堕胎
委内瑞拉监狱帮派暴力导致16人死,十六人在委内瑞拉监狱被,人死尼格尔家火灾中
谢默斯·希尼，爱尔兰土地与冲突诗人，逝世于74,爱尔兰诗人、诺贝尔文学奖得主谢默斯·希尼逝世，享年74岁,詹姆斯·甘多菲尼逝世享年51岁
孟加拉国伊斯兰教徒联合起来反对无神论者博,孟加拉伊斯兰教徒联合起来要求对无神论者博客采取行动,尼日尔发生自杀式袭击中伊斯兰教徒杀害21人
马航MH17航班在乌克兰东部坠,马航客机在乌俄边境坠,乌克兰东部分裂分子俄罗斯
安东尼·韦纳(Anthony Weiner)在新一轮民调中下滑至第四位,韦纳在纽约市长民意调查中跌至第四位,希腊总理新一轮选举
美国最高外交官克里的妻子被送往医,美国国务卿约翰·克里，科特迪瓦的妻子被紧急送往医,关键时刻高级外交官慕尼黑会议
埃及法院认为穆巴拉克被释,埃及法院下令释放穆巴拉,埃及法院下令释放穆巴拉克
埃及就新宪法进行投,埃及人投票表决新宪,埃及民意调查98%人投票赞成新宪法
澳大利亚领导人在领导人投票中被赶下,澳大利亚总理吉拉德在领导层投票中被赶下,北约领导人致力于阿富汗过渡
针对真主党的轰炸袭击贝鲁特南,贝鲁特以南真主党地区发生爆,真主党袭击聚集叙利亚边境基地组织
MH17飞机失事遇难者遗体飞往荷,MH17死亡者飞回荷,尼日利亚飞机失事无生还者
曼德拉回到医院，ė病情严重但稳,纳尔逊·曼德拉返回医院，ė病情严重但稳定,曼德拉仍医院
伊朗，世界大国开始新一轮核谈,伊朗，世界大国承诺举行新的核谈,伊朗新一轮核谈判
马来西亚航空公司与飞往北京的239航班失去联,飞往北京的马航飞机失,马来西亚航空公司官员失踪航班乘客亲属通报搜寻进展
微软宣布裁员18，000,微软全面裁员1.8万,微软表面未来押注分析师
大火摧毁了中国的西藏古,大火摧毁中国西藏小,十几岁西藏僧侣中国自焚后死亡
雅虎同意以11亿美元现金收购Tumbl,雅虎以11亿美元收购Tumbl,英特尔McAfee3.89亿美元现金购买基于云网络防火墙专家Stonesoft
印度开始在世界上规模最大的选举中投,印度选民拉开世界序幕，这是科特迪瓦最大的一次选举,FacebookIPO规模25%
国际刑事法院冠军奖杯：印度VS南,冠军奖杯：印度VS南非直,曼城赢得英超冠军
最高法院在密歇根州禁酒案中采取平权行,最高法院将审理密歇根州平权行动,罗姆尼赢得选举最高法院可能性
数千人集会支持四面楚歌的突尼斯政府,成千上万的人聚集在一起支持突尼斯的伊斯兰政府,数千人聚集参加新一轮俄罗斯反普京集会
南非曼德拉被送往医,纳尔逊·曼德拉被送往医,南非曼德拉国葬
最新消息-波士顿马拉松终点线附近发生两起爆,波士顿马拉松终点线发生两起爆,波士顿马拉松终点线两次爆炸报道
通用电气公布第三季度利润下降9,通用电气公布第三季度利润下降9,拥有一半店面劳氏公司公布第三季度利润增长33%同店销售额增长12%
俄罗斯在死后审判中判定马格尼茨基律师有,俄罗斯在死后审判中判定马格尼茨基死亡律师有,俄罗斯批准修正后条约
奥巴马将私下会见纳尔逊·曼德拉的家,奥巴马会见曼德拉家,奥巴马会见祖马曼德拉致敬
以色列从黎巴嫩击落无人驾驶飞,以色列从黎巴嫩击落无人,真主党称已以色列上空派遣无人驾驶飞机
克里夫兰·基德纳珀·阿里尔·卡斯特罗在监狱牢房中被绞,克利夫兰绑架者阿里尔卡斯特罗被发现吊在他的牢房,华盛顿特区阿里尔·迪恩Ariel Dean政治学学位说孤立事件
谷歌揭开自动驾驶汽车的面,谷歌揭开无人驾驶汽车的面,一个男人吃力意大利面
美国试图在伊朗问题上安抚警惕的海湾盟,哈格尔试图在与伊朗达成协议后安抚紧张不安的海湾盟友,美国美国盟国伊朗寻求核武器
国际足联世界杯前夕，里约机场工人罢,里约热内卢机场工人在世界杯前夕罢,泰国大选前夕曼谷局势紧张
KL的股价在下午三点左右继续走高,KL的股价在下午三点左右继续上涨,KL股票午盘时混合
亚马逊推出新的流媒体设,亚马逊推出新的Fire TV流媒体视频,这是比尔·盖茨BillGatesComdex主题演讲肯定推出新平板电脑
PCB委任Waqar Younis为主教,瓦卡尔·尤尼斯重返巴基斯坦执,Microsoft针对漏洞发布一个修补程序漏洞会影响Windows NT 4.0Windows NT 4.0终端服务版Windows 2000Windows XPWindows Server 2003
斯诺登认为美国“没有公平审判的机会,斯诺登认为，在美国“没有机会”得到公正的审判,斯诺登厄瓜多尔提供难民文件
女王拜访英国新王,女王会见英国新生的王,唐娜·夏默迪斯科女王
的士司机被控在北卡罗来纳州公平交通意外中被检,北卡罗来纳州博览车司机在意外发生后被,罗德尼·金被判意外死亡
叙利亚政权同意出席和平会,俄罗斯：叙利亚同意参加会,叙利亚反对派原则上同意出席和平会议
克里斯蒂亚诺·罗纳尔多帽子戏法将葡萄牙带入2014年世界杯决,罗纳尔多帽子戏法助葡萄牙晋级世界,默克尔出席世界杯决赛
新强地震袭击破碎的帕克,强烈的新地震袭击震碎的巴基斯坦地区,6.3级地震袭击台湾
叙利亚反对派提议阿萨德在斋月期间在霍姆斯休,叙利亚反对派提议阿萨德部队在斋月期间休,欧盟制裁阿萨德妻子迫击炮击中霍姆斯
韦斯特盖特购物中心袭击者花了四个月时间在内罗毕策,韦斯特盖特袭击者在内罗毕花了四个月的时间策划，一位官员说,巴勒斯坦人和谈几个月时间以色列官员
澳大利亚以海上移送方式将寻求庇护者遣返斯里兰,澳大利亚：澳大利亚将寻求庇护者送回斯里兰,求救寻求庇护恐惧
“欢乐合唱团”明星科里·蒙特斯被发现死在加拿大的酒店房间,“欢乐合唱团”明星科里·蒙特斯被发现死,ė合唱团歌星科里·蒙蒂思发现死酒店房间里
土耳其警察和抗议者之间的冲突仍在继,土耳其警方打击抗议者，清空广,贝尔法斯特警察短暂冲突
MERS呼吸道疾病在美国发现，官员证,北美首例MERS(一种类似SARS的呼吸道疾病)报,MERS患者接触韩国妇女死亡
欧盟宣布真主党军事分支恐怖组,欧盟将真主党军事派别列入恐怖分子名,欧盟诺贝尔和平奖
持枪歹徒在巴基斯坦杀害九名外国,巴基斯坦持枪歹徒杀害9名游,持枪歹徒巴基斯坦杀害11名外国游客
图片显示科斯塔康科迪亚行动已完,科斯塔-康科迪亚手术的时间间,科斯塔康科迪亚幸存者详细体验一年后
伊朗核谈判进入第三,伊朗核谈判进入关键的第三,伊朗核谈判未达成协议
尽管巴西做出让步，抗议者仍聚集在巴西,抗议席卷巴西，不顾让,巴西抗议活动仍
澳大利亚总理陆克文宣布9月7日大,澳大利亚总理陆克文9月9日致电。7次投,澳大利亚总理不印尼发生争执
华盛顿投票将大麻非刑罪,区议会投票决定把大麻非刑事,伊瓜兰说拘留指控犯有杀人罪犯罪勾结罪绑架罪资助恐怖主义罪
玛格丽特·撒切尔死于中,撒切尔夫人逝世，享年87,妇女死于软木屋火灾
伊朗核谈判将延至11,伊朗核谈判延至11月24,伊朗核谈判未达成协议
五人被控恐怖罪,五人被控恐怖罪,菲律宾火山爆发五人死亡
骨碎片“可能是阿尔弗雷德国王,温彻斯特的遗骸可能是阿尔弗雷德大,一个人辣椒切成碎片
以色列释放巴勒斯坦囚,以色列释放26名巴勒斯坦囚,以色列释放巴勒斯坦囚犯
两名法国记者在马里遇,法国确认两名法国记者在马里遇,法国马里地面作战而设
以色列和哈马斯遵守加沙短暂休,以色列和哈马斯“接受暂时停火,中东以色列哈马斯领导人定罪
伊姆兰指责对手谋杀同,巴基斯坦人民谴责对手杀害党,英国首相谴责谋杀青少年
美国批评日本为猎杀海豚辩,日本在遭到美国批评后为捕杀海豚行为辩,埃及反对派批评总统讲话
乌克兰领导人承诺举行危机会,乌克兰领导人承诺举行危机会,现场博客危机中乌克兰
世界大国和伊朗将于12月30日恢复专家核谈,伊朗核专家，世界大国下周复,伊朗世界大国核谈判
以色列在加沙发动地面进,以色列在加沙发动地面进,以色列加沙发动新一轮袭击两人死亡医务人员
北京火灾造成10人死,北京火灾造成十人死,北京航空母舰南海返回
严重雾霾袭击中国北方城市，航班取,浓雾袭击华北城市，航班取,阿萨德袭击城市时爆炸袭击输油管道
埃及对西奈武装分子发动进,埃及对西奈叛乱分子发动进,埃及军队西奈武装分子发动新空袭
创纪录的西南热浪致,至少1人死亡，40人在西南热浪中住,欧元区失业率创纪录11%
底特律符合破产保护条件：美国法,底特律符合破产保护条,美国特种部队地区军事基地训练哥伦比亚士兵保护管道
英国诺贝尔文学奖得主多丽丝·莱辛去,诺贝尔文学奖得主多丽丝·莱辛去,英国驱逐激进教士阿布·卡塔达落选
以色列政府在会谈前批准建立新的定居,以色列在和谈前批准建造新的定居,阿富汗立法者批准新选举法
世界向遭受重创的菲律宾提供紧急救,台风“海燕”：世界向遭受重创的菲律宾发送救援物,奥巴马访问俄克拉何马州遭受龙卷风袭击
阿萨德说，叙利亚将遵守联合国的武器决议,叙利亚阿萨德誓言遵守联合国决,联合国叙利亚化学武器决议
南韩总统对渡轮的回应表示歉,韩国总统对渡轮事故表示“歉意,新手驾驶韩国渡轮
司机带着孩子回到婴儿车里，开走了,司机背对着妈妈，抱着孩子的婴儿车开走了,孩子抹去后多长时间才能回到学校
西班牙公主在历史欺诈案中探,西班牙公主在历史性欺诈调查中作,历史上四月二十三日
参议院确认奥巴马提名进入关键上诉法,参议院批准奥巴马提名进入关键上诉法,奥巴马填补美联储董事会席位提名菲舍尔二号人物
联合国人权事务负责人就穆尔西拘留问题向埃及施,联合国人权事务负责人就穆尔西拘留问题向埃及施,数千名穆尔西支持者聚集埃及
美国参议院确认珍妮特·耶伦为美联储主,参议院确认珍妮特·耶伦为下一任美联储主,警方确认疑犯抓获
乌干达总统签署反同性恋法,乌干达总统签署严厉的反同性恋法,阿富汗总统推迟签署美国协议
岩石，催泪瓦斯飞向泰国抗议活动升,当泰国抗议活动升温时，岩石、催泪瓦斯飞舞,枪声爆炸声震撼泰国大选前一天抗议活动
菲律宾餐厅爆炸六人死,菲律宾餐厅爆炸造成6人死,美国无人机袭击巴基斯坦六人死亡
中国军报抨击美国PRISM计,中国军报抨击美国PRISM计,印度美国下周中国举行会谈
西尔维奥·贝卢斯科尼被驱逐出意大利议,西尔维奥·贝卢斯科尼被驱逐出议,法院下令意大利政治禁令意大利总理贝卢斯科尼
巴林汽车爆炸造成两人死,巴林汽车爆炸造成两人死,两人死叙利亚暴力冲突后联合国监测土地
俄罗斯警告说，如果乌克兰的利益受到攻击，它将作出回应,俄罗斯警告称，如果乌克兰的利益受到攻击，它将作出“回应”,奥巴马总统警告俄罗斯远离乌克兰
胡斯尼穆巴拉克再审延期至6月8,穆巴拉克再审延期至6,伊朗核谈判延期
英国第一个山达基婚礼结,一对夫妇在英国的第一个山达基婚礼上结,美国女子业余公共联谊会上第一个奖杯获得胜利后第一个奖杯
卡塔尔埃米尔将权力交给他的儿,卡塔尔埃米尔将权力交给儿子塔米,古斯芒东帝汶选举权力
埃及准备迎接大屠杀后的“愤怒的星期五,埃及准备好迎接血腥镇压后的愤怒星期,尼日利亚警方大学大屠杀后逮捕
红袜队5-2虎队晋级世界大,红袜队击败老虎队晋级世界大,一只红耳朵白狗雪中奔跑
乌克兰议会罢免总,乌克兰议会投票罢免总,俄罗斯议会普京乌克兰动武
委内瑞拉立法者在选举紧张局势中争,委内瑞拉立法者为选举争,委内瑞拉总统访华
南韩沉船船长被,南韩倾覆渡轮船长被,船长走
叙利亚死亡人数现已超过10,叙利亚迄今死亡人数超过10万,孟加拉国建筑灾难死亡人数超过500人
共产党叛军伏击菲律宾警察，杀死7,共产党叛军杀害8名菲律宾警,菲律宾台风死亡人数恐怕7000人
伊朗核谈判进入第三,伊朗核谈判进入关键的第三,伊朗核谈判未达成协议
德克萨斯州妇女在乘坐过山车时死,得克萨斯游乐园里坐过山车的女人死,德克萨斯州起诉叙利亚难民
诺贝尔作家多丽丝·莱辛逝世，享年94,诺贝尔文学奖得主多丽丝·莱辛去,纳尔逊·曼德拉逝世享年95岁
台风袭击菲律宾中部100多人死,台风袭击菲律宾至少100人死,亚特兰大奥运会袭击一名妇女死亡另有100多人受伤
